anime_id,title,title_english,title_japanese,image_url,episodes,release_data,end_data,duration,studio,tag,,,,,,,,,,,,,,,,,,,,,duration_min,,,,,,,,,,
,Yama no Susume,Encouragement of Climb,ヤマノススメ,https://myanimelist.cdn-dena.com/images/anime/7/75525.jpg,12,2013-01-03,2013-03-21,3,,,,,,,,,,,,,,,,,,,,,,,"['""Staccato Days (スタッカート・デイズ)"" by Aoi (Yuka Iguchi) and Hinata (Kana Asumi)']",,,,,,,,,,
,Kuroinu: Kedakaki Seijo wa Hakudaku ni Somaru,,黒獣 [クロイヌ] ～気高き聖女は白濁に染まる～,https://myanimelist.cdn-dena.com/images/anime/7/33059.jpg,4,2012-01-27,2014-01-31,30,Majin,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,
,Princess Principal,Princess Principal,プリンセス・プリンシパル,https://myanimelist.cdn-dena.com/images/anime/7/86768.jpg,12,2017-07-09,2017-09-24,25,"Actas, Studio 3Hz",,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,Nyanpire The Animation,,にゃんぱいあ The Animation,https://myanimelist.cdn-dena.com/images/anime/11/46147.jpg,12,2011-07-06,2011-09-21,4,Gonzo,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,
,Kira Kira 5th Anniversary Live Anime: Kick Start Generation,,キラ☆キラ 5th Anniversary Live Anime KICK START GENERATION,https://myanimelist.cdn-dena.com/images/anime/13/41237.jpg,1,2013-03-27,2013-03-27,26,Silver Link.,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,
,Tenpou Ibun: Ayakashi Ayashi,Ghost Slayers Ayashi,天保異聞 妖奇士,https://myanimelist.cdn-dena.com/images/anime/11/4452.jpg,25,2006-10-07,2007-03-31,20,Bones,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,
,Persona 4 the Animation,Persona 4 the Animation,ペルソナ4アニメーション,https://myanimelist.cdn-dena.com/images/anime/4/29107.jpg,25,2011-10-07,2012-03-30,25,AIC A.S.T.A.,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,Fate/stay night Movie: Unlimited Blade Works,Fate/stay night: Unlimited Blade Works,劇場版 Fate/stay night: UNLIMITED BLADE WORKS,https://myanimelist.cdn-dena.com/images/anime/9/80350.jpg,1,2010-01-23,2010-01-23,1,Studio Deen,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,
,Nazotoki-hime wa Meitantei♥,,ナゾトキ姫は名探偵♥,https://myanimelist.cdn-dena.com/images/anime/10/42143.jpg,6,2012-08-03,2013-12-27,12,SynergySP,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,
,Fairy Tail,Fairy Tail,フェアリーテイル,https://myanimelist.cdn-dena.com/images/anime/5/18179.jpg,175,2009-10-12,2013-03-30,24,"Satelight, A-1 Pictures",,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Marvel Future Avengers,,マーベル フューチャー・アベンジャーズ,https://myanimelist.cdn-dena.com/images/anime/12/85994.jpg,26,2017-07-22,2018-01-20,22,Madhouse,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,
,Super Seisyun Brothers,,Super Seisyun Brothers -超青春姉弟s-,https://myanimelist.cdn-dena.com/images/anime/2/53807.jpg,14,2013-09-14,2013-12-14,4,AIC Plus+,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,
,Baku Ane: Otouto Shibocchau zo! The Animation,,ばくあね 弟しぼっちゃうぞ! THE ANIMATION,https://myanimelist.cdn-dena.com/images/anime/4/63429.jpg,1,2014-08-29,2014-08-29,33,Seven,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,
,Sei Shoujo The Animation,,聖娼女 THE ANIMATION,https://myanimelist.cdn-dena.com/images/anime/9/63419.jpg,1,2014-07-25,2014-07-25,30,Office Takeout,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,
,Seto no Hanayome Fan Disc,,瀬戸の花嫁,https://myanimelist.cdn-dena.com/images/anime/13/22428.jpg,2,None,,6,Gonzo,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,
,Momo Kyun Sword,Momokyun Sword,モモキュンソード,https://myanimelist.cdn-dena.com/images/anime/2/64445.jpg,12,2014-07-09,2014-09-24,24,"Project No.9, Tri-Slash",,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Onara Gorou,,おなら吾郎,https://myanimelist.cdn-dena.com/images/anime/2/79963.jpg,13,2016-07-03,2016-09-24,3,ILCA,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
,Kono Minikuku mo Utsukushii Sekai,This Ugly Yet Beautiful World,この醜くも美しい世界,https://myanimelist.cdn-dena.com/images/anime/10/21035.jpg,12,2004-04-02,2004-06-18,24,ADV Films,,,,,,,,,,,,,,,,,,,,,,"['""Natsuiro no Kakera"" by  Yoko Ishida']",,,,,,,,,,
,Go! Go! 575,,ゴ～！ゴ～！ご～しちご～,https://myanimelist.cdn-dena.com/images/anime/12/75228.jpg,4,2014-01-10,2014-01-31,3,"C2C, Lay-duce",,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
,Mezzo Forte,,メゾフォルテ,https://myanimelist.cdn-dena.com/images/anime/6/37391.jpg,2,2000-05-25,2001-06-25,30,Arms,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,
,Master Keaton,,マスターキートン,https://myanimelist.cdn-dena.com/images/anime/10/2817.jpg,24,1998-10-06,1999-03-29,23,Madhouse,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Shoujo kara Shoujo e...,,少女から娼女へ...,https://myanimelist.cdn-dena.com/images/anime/11/78059.jpg,2,2016-02-12,2016-03-11,16,BreakBottle,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,
,Angel&#039,s Feather,Angel&#039,エンジェルズフェザー Angel&#039,https://myanimelist.cdn-dena.com/images/anime/1/1640.jpg,Airing,,FALSO,[],,,,,,,,,,,,,,,,,,,,,,"Sci-Fi, Supernatural, Drama, Romance, Fantasy, Shounen Ai",,,30.0,2006.0,,,,,,
,"Busou Shoujo Machiavellianism: Doki! ""Goken-darake"" no Ian Ryokou",,武装少女マキャヴェリズム ドキッ！「五剣だらけ」の慰安旅行,https://myanimelist.cdn-dena.com/images/anime/6/89687.jpg,1,2017-11-25,2017-11-25,23,Silver Link.,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Shugo Chara! Party!,,しゅごキャラ！パーティー！,https://myanimelist.cdn-dena.com/images/anime/6/17170.jpg,25,2009-10-03,2010-03-27,21,Satelight,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,
,Devilman Memorial,,デビルマン メモリアル,https://myanimelist.cdn-dena.com/images/anime/10/86910.jpg,1,None,,59,Toei Animation,,,,,,,,,,,,,,,,,,,,,,59.0,,,,,,,,,,
,Working&#039,!!,Wagnaria!!2,Working!! 2,4-koma manga,,,,"NIS America, Inc.",,,,,,,,,,,,,,,,,,,,,,"['#1: ""COOLISH WALK"" by Popura Taneshima, Mahiru Inami, and Yachiyo Todoroki (Kana Asumi, Saki Fujita and Eri Kitamura) (ep 1)', '#2: ""Itsumo no Youni LOVE & PEACE!! (いつものようにLOVE＆PEACE!!)"" by Souta Takanashi, Jun Satou, and Souma Hiroomi (Jun Fukuyama, Daisuke Ono and Hiroshi Kamiya) (eps 2-13)']",,,,,,,,,,
,Haikara-san ga Tooru,Smart-san,はいからさんが通る,https://myanimelist.cdn-dena.com/images/anime/2/22741.jpg,42,1978-06-03,1979-03-31,24,Nippon Animation,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,Naruto: The Lost Story - Mission: Protect the Waterfall Village,滝隠れの死闘　オレが英雄だってばよ!,https://myanimelist.cdn-dena.com/images/anime/11/20921.jpg,1,2003-12-20,2003-12-20,40,Studio Pierrot,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,
,Dragon Ball Specials,Dragon Ball Specials,ドラゴンボール,https://myanimelist.cdn-dena.com/images/anime/13/24380.jpg,2,1988-06-08,1988-06-08,12,Toei Animation,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,
,Petit Eva: Evangelion@School,,ぷちえう゛ぁ,https://myanimelist.cdn-dena.com/images/anime/10/7593.jpg,24,2007-03-20,2009-03-11,3,"Xebec, Kanaban Graphics",,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
,Binan Koukou Chikyuu Boueibu LOVE!,Cute High Earth Defense Club LOVE!,美男高校地球防衛部LOVE!,https://myanimelist.cdn-dena.com/images/anime/10/68451.jpg,12,2015-01-07,2015-03-25,24,Diomedea,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Ghiblies,,ギブリーズ,https://myanimelist.cdn-dena.com/images/anime/6/75924.jpg,2,2000-04-08,2002-07-19,18,Studio Ghibli,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,
,WWW.Working!!,WWW.WAGNARIA!!,WWW.WORKING!!,https://myanimelist.cdn-dena.com/images/anime/11/82287.jpg,13,2016-10-01,2016-12-24,23,A-1 Pictures,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,R.O.D the TV,R.O.D -The TV-,アール・オー・ディー ザ・ティーヴィー,https://myanimelist.cdn-dena.com/images/anime/3/73350.jpg,26,2003-09-01,2004-03-16,25,J.C.Staff,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,Mahou no Star Magical Emi: Finale! Finale!,,魔法のスター マジカルエミ フィナーレ! フィナーレ!,https://myanimelist.cdn-dena.com/images/anime/5/80148.jpg,1,1986-05-25,1986-05-25,17,Studio Pierrot,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,
,Hacka Doll The Animation,Hackadoll The Animation,ハッカドール THE・あにめーしょん,https://myanimelist.cdn-dena.com/images/anime/6/75751.jpg,13,2015-10-02,2015-12-25,7,Creators in Pack,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,
,Dr. Slump: Arale-chan Specials,,Dr.スランプアラレちゃんスペシャル,https://myanimelist.cdn-dena.com/images/anime/13/68505.jpg,2,1981-10-07,1981-10-07,24,Toei Animation,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Yami no Purple Eye,Purple Eyes in the Dark,闇のパープル・アイ,https://myanimelist.cdn-dena.com/images/anime/8/26389.jpg,1,None,,31,Toei Animation,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,
,Apache Yakyuugun,Apache Baseball Team,アパッチ野球軍,https://myanimelist.cdn-dena.com/images/anime/5/78281.jpg,26,1971-10-06,1972-03-29,25,Toei Animation,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,Good Morning!!! Doronjo,,グッド・モーニング!!!ドロンジョ,https://myanimelist.cdn-dena.com/images/anime/2/76387.jpg,243,2015-03-30,2016-03-25,1,Oddjob,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
,Kiss x Sis (TV),,キスシス,https://myanimelist.cdn-dena.com/images/anime/3/25518.jpg,12,2010-04-05,2010-06-21,24,feel.,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Kanojo x Kanojo x Kanojo: Sanshimai to no DokiDoki Kyoudou Seikatsu,Kanojo x Kanojo x Kanojo,彼女×彼女×彼女～三姉妹とのドキドキ共同生活～,https://myanimelist.cdn-dena.com/images/anime/2/17720.jpg,3,2009-12-25,2011-05-20,29,Studio Eromatick,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,
,Dr. Slump: Hoyoyo! Arale no Himitsu Dai Koukai dayo!!,,ドクタースランプ ほよよ！アラレの秘密大公開だよ！！,https://myanimelist.cdn-dena.com/images/anime/13/72853.jpg,1,1999-09-15,1999-09-15,24,Toei Animation,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Crayon Shin-chan x Panpaka Pants: Aeon Cinema Manner Movie Collab,,クレヨンしんちゃん×パンパカパンツ　イオンシネママナームービーコラボ,https://myanimelist.cdn-dena.com/images/anime/8/84745.jpg,1,2017-03-17,2017-03-17,55,"Shin-Ei Animation, DLE",,,,,,,,,,,,,,,,,,,,,,0.9166666666666666,,,,,,,,,,
,Yakin Byoutou Ni,,夜勤病棟・弐,https://myanimelist.cdn-dena.com/images/anime/10/44273.jpg,5,2004-07-30,2006-01-27,30,AT-2,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,
,Tennis no Ouji-sama,The Prince of Tennis,テニスの王子様,https://myanimelist.cdn-dena.com/images/anime/6/21624.jpg,178,2001-10-10,2005-03-23,22,Trans Arts,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,
,Gunnm,Battle Angel Alita,銃夢 GUNNM,https://myanimelist.cdn-dena.com/images/anime/11/41257.jpg,2,1993-06-21,1993-08-21,30,Madhouse,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,
,Akai Kiba: Blue Sonnet,Blue Sonnet,紅い牙 ブルー・ソネット,https://myanimelist.cdn-dena.com/images/anime/7/41071.jpg,5,1989-07-16,1990-06-25,29,Tatsunoko Production,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,
,Beat Shot!!,Watch Me Sink My Putz,ビートショット!!,https://myanimelist.cdn-dena.com/images/anime/11/16823.jpg,1,1989-05-25,1989-05-25,27,Gainax,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,
,T7S Longing for Summer Again and Again: Harukaze,,t7s Longing for summer Again And Again ～ハルカゼ～,https://myanimelist.cdn-dena.com/images/anime/3/84343.jpg,1,2017-04-19,2017-04-19,10,Chiptune,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,
,Detective Conan Movie 21: The Crimson Love Letter,,劇場版『名探偵コナン から紅の恋歌』,https://myanimelist.cdn-dena.com/images/anime/2/83919.jpg,1,2017-04-15,2017-04-15,1,TMS Entertainment,,,,,,,,,,,,,,,,,,,,,,111.0,,,,,,,,,,
,Tang Lang Bu Chan,,螳螂捕蝉,https://myanimelist.cdn-dena.com/images/anime/4/76910.jpg,1,None,,5,Shanghai Animation Film Studio,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,
,Danna ga Nani wo Itteiru ka Wakaranai Ken,I Can&#039,t Understand What My Husband Is Saying,Danna ga Nani wo Itteiru ka Wakaranai Ken,4-koma manga,,,,,,,,,,,,,,,,,,,,,,,,,,"['#1: ""Iikagen ni Shite, Anata (いいかげんにして、あなた)"" by Kaoru & Hajime (Yukari Tamura & Kenichi Suzumura) (eps 1-8, 10-11, 13)', '#2: ""Okusama no Blues (奥様のブルース)"" by Kaoru, Rino Juse, Tanaka-san (Yukari Tamura, Rie Kugimiya, Ryouko Shintani) (ep 12)']",,,,,,,,,,
,Igano Kabamaru,,伊賀野カバ丸,https://myanimelist.cdn-dena.com/images/anime/9/62909.jpg,24,1983-10-20,1984-03-29,23,Group TAC,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Mobile Suit Gundam Unicorn RE:0096,Mobile Suit Gundam Unicorn RE:0096,機動戦士ガンダムUC（ユニコーン）RE:0096,https://myanimelist.cdn-dena.com/images/anime/12/78633.jpg,22,2016-04-03,2016-09-11,23,Sunrise,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Hataraku Maou-sama!,The Devil is a Part-Timer!,はたらく魔王さま!,https://myanimelist.cdn-dena.com/images/anime/3/50177.jpg,13,2013-04-04,2013-06-27,24,White Fox,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,D.C.II S.S.: Da Capo II Second Season,,D.C.II S.S. ～ダ・カーポII セカンドシーズン～,https://myanimelist.cdn-dena.com/images/anime/9/75306.jpg,13,2008-04-06,2008-06-29,24,feel.,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Kurogane no Linebarrels Picture Drama,,鉄のラインバレル ピクチャードラマ,https://myanimelist.cdn-dena.com/images/anime/10/79581.jpg,9,2009-12-14,2009-08-26,5,Gonzo,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,
,Bakuretsu Tenshi: Infinity,,爆裂天使 -Infinity-,https://myanimelist.cdn-dena.com/images/anime/11/21537.jpg,1,2007-03-23,2007-03-23,27,Gonzo,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,
,Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa,,フェアリーテイル: 序章「はじまりの朝」,https://myanimelist.cdn-dena.com/images/anime/8/50101.jpg,1,2013-02-15,2013-02-15,12,"Satelight, A-1 Pictures",,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,
,Dominion,,ドミニオン,https://myanimelist.cdn-dena.com/images/anime/8/60807.jpg,4,1988-05-27,1989-08-11,36,Agent 21,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,
,Darker than Black: Kuro no Keiyakusha,Darker than Black,Darker than BLACK -黒の契約者-,https://myanimelist.cdn-dena.com/images/anime/5/19570.jpg,25,2007-04-06,2007-09-28,24,Bones,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Teekyuu,Teekyu,てーきゅう,https://myanimelist.cdn-dena.com/images/anime/8/56463.jpg,12,2012-10-07,2012-12-23,2,MAPPA,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
,Aoi Bungaku Series,,青い文学シリーズ,https://myanimelist.cdn-dena.com/images/anime/10/17471.jpg,12,2009-10-11,2009-12-27,22,Madhouse,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,
,Natsuyuki Rendezvous,Natsuyuki Rendezvous,夏雪ランデブー,https://myanimelist.cdn-dena.com/images/anime/11/38181.jpg,11,2012-07-06,2012-09-14,24,Doga Kobo,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars,Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars,機動戦士ZガンダムⅢ-星の鼓動は愛-,https://myanimelist.cdn-dena.com/images/anime/1/1969.jpg,1,2006-03-04,2006-03-04,,Sunrise,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,
,Gekkou no Pierce: Yumemi to Gin no Bara no Kishidan,Moonlight Pierce,月光のピアス―ユメミと銀のバラ騎士団,https://myanimelist.cdn-dena.com/images/anime/12/6782.jpg,1,1991-12-14,1991-12-14,,Studio Pierrot,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,
,Mai-Otome Special: Otome no Inori,,舞-乙HiME,https://myanimelist.cdn-dena.com/images/anime/6/23015.jpg,1,2010-03-26,2010-03-26,5,Sunrise,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,
,Bakuretsu Hunters OVA,Sorcerer Hunters,元祖　爆れつハンター,https://myanimelist.cdn-dena.com/images/anime/9/26728.jpg,3,1996-12-21,1997-04-23,28,"Xebec, Production Reed",,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,
,Ontama!,,おんたま!,https://myanimelist.cdn-dena.com/images/anime/11/15994.jpg,5,2009-08-07,2009-11-06,11,Encourage Films,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,
,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),Classroom of the Elite,ようこそ実力至上主義の教室へ,https://myanimelist.cdn-dena.com/images/anime/5/86830.jpg,12,2017-07-12,2017-09-27,24,Lerche,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Douluo Dalu,,斗罗大陆,https://myanimelist.cdn-dena.com/images/anime/1920/90166.jpg,26,2018-01-20,None,20,Sparkly Key Animation Studio,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,
,Kore ga UFO da! Soratobu Enban,That is an UFO! The Flying Saucer,これがＵＦＯだ！ 空飛ぶ円盤,https://myanimelist.cdn-dena.com/images/anime/10/7890.jpg,1,1975-03-21,1975-03-21,15,Toei Animation,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,
,Arakawa Under the Bridge x Bridge,Arakawa Under the Bridge x Bridge,荒川アンダー ザブリッジ×ブリッジ,https://myanimelist.cdn-dena.com/images/anime/12/59199.jpg,13,2010-10-04,2010-12-27,23,Shaft,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Kino no Tabi: Nanika wo Suru Tame ni - Life Goes On.,,キノの旅 何かをするために -life goes on.-,https://myanimelist.cdn-dena.com/images/anime/5/73888.jpg,1,2005-02-19,2005-02-19,29,A.C.G.T.,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,
,Kindaichi Shounen no Jikenbo: Kuromajutsu Satsujin Jiken-hen,,金田一少年の事件簿 黒魔術殺人事件編,https://myanimelist.cdn-dena.com/images/anime/3/45070.jpg,2,2012-12-17,2013-03-15,27,Toei Animation,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,
,Shin Strange+ Special,,真 ストレンジ・プラス,https://myanimelist.cdn-dena.com/images/anime/2/64845.jpg,1,2014-10-19,2014-10-19,,Seven,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
,School Days,School Days,スクールデイズ,https://myanimelist.cdn-dena.com/images/anime/8/86373.jpg,12,2007-07-04,2007-09-27,25,TNK,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,Gaist Crusher,,ガイストクラッシャー,https://myanimelist.cdn-dena.com/images/anime/3/53241.jpg,51,2013-10-02,2014-10-01,20,Studio Pierrot,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,
,Initial D Fourth Stage,,頭文字〈イニシャル〉D FOURTH STAGE,https://myanimelist.cdn-dena.com/images/anime/12/43927.jpg,24,2004-04-17,2006-02-18,27,A.C.G.T.,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,
,Hetalia Axis Powers,Hetalia Axis Powers,ヘタリア Axis Powers,https://myanimelist.cdn-dena.com/images/anime/5/75791.jpg,52,2009-01-24,2010-03-05,5,Studio Deen,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,
,Mugen Kouro,,無限航路,https://myanimelist.cdn-dena.com/images/anime/7/10813.jpg,4,2008-10-09,2009-05-29,2,"Gonzo, Production I.G",,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
,Wind: A Breath of Heart (TV),,Wind -a breath of heart-,https://myanimelist.cdn-dena.com/images/anime/11/75506.jpg,13,2004-06-30,2004-09-22,12,Radix,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,
,Kitty-chan wo Sagase! Toyama-shi Stamp Rally,Toyama City Stamp Rally: The Search for Hello Kitty!,キティちゃんを探せ！富山市スタンプラリー,https://myanimelist.cdn-dena.com/images/anime/5/81611.jpg,1,2016-07-20,2016-07-20,2,DLE,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
,Ultra B: Black Hole kara no Dokusaisha BB!!,,ウルトラB ブラックホールからの独裁者B・B,https://myanimelist.cdn-dena.com/images/anime/12/28228.jpg,1,1988-03-12,1988-03-12,20,Shin-Ei Animation,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,
,Brave Witches: Petersburg Daisenryaku,,ブレイブウィッチーズ　第13話「ペテルブルグ大戦略」,https://myanimelist.cdn-dena.com/images/anime/8/83585.jpg,1,2017-05-13,2017-05-13,25,Silver Link.,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,Ginga Tetsudou 999: Glass no Clair,Galaxy Express 999: Claire of the Glass,銀河鉄道９９９ ガラスのクレア,https://myanimelist.cdn-dena.com/images/anime/6/15279.jpg,1,1980-03-15,1980-03-15,15,Toei Animation,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,
,Takarajima,,宝島,https://myanimelist.cdn-dena.com/images/anime/11/56123.jpg,26,1978-10-08,1979-04-01,24,"Madhouse, TMS Entertainment",,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Gundam Build Fighters: GM no Gyakushuu,,ガンダムビルドファイターズ GMの逆襲,s Counterattack,Original,,,,,,,,,,,,,,,,,,,,,,,,,,"['""Carry on"" by BACK-ON']",,,,,,,,,,
,Urusei Yatsura Movie 2: Beautiful Dreamer,,うる星やつら2 ビューティフル・ドリーマー,https://myanimelist.cdn-dena.com/images/anime/3/78231.jpg,1,1984-02-11,1984-02-11,1,Studio Pierrot,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,
,Kaette Kite yoo Toyama kara,,帰ってきてよぉ富山から,https://myanimelist.cdn-dena.com/images/anime/12/76178.jpg,4,2015-06-29,2016-02-19,3,DLE,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
,Kuragehime: Eiyuu Retsuden☆,Princess Jellyfish Specials,海月姫 英雄列伝☆,https://myanimelist.cdn-dena.com/images/anime/6/27015.jpg,4,2011-01-28,2011-04-22,5,Brain&#039,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,
,Tamayura: Sotsugyou Shashin Part 3 - Akogare,,たまゆら～卒業写真～ 第3部 憧-あこがれ-,https://myanimelist.cdn-dena.com/images/anime/10/76022.jpg,1,2015-11-28,2015-11-28,51,TYO Animations,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,
,One Piece Movie 1,,ONE PIECE,https://myanimelist.cdn-dena.com/images/anime/5/20925.jpg,1,2000-03-04,2000-03-04,50,,,,,,,,,,,,,,,,,,,,,,,"['""Memories"" by Maki Otsuki']",,,,,,,,,,
,Ergo Proxy,Ergo Proxy,エルゴプラクシー,https://myanimelist.cdn-dena.com/images/anime/11/6259.jpg,23,2006-02-25,2006-08-12,25,Manglobe,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,Tantei Opera Milky Holmes Movie: Gyakushuu no Milky Holmes,,劇場版 探偵オペラ ミルキィホームズ〜逆襲のミルキィホームズ〜,https://myanimelist.cdn-dena.com/images/anime/7/77175.jpg,1,2016-02-27,2016-02-27,1,J.C.Staff,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,
,xxxHOLiC Shunmuki,,xxxHOLiC 春夢記,https://myanimelist.cdn-dena.com/images/anime/12/25079.jpg,2,2009-02-17,2009-06-23,26,Production I.G,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,
,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,Descending Stories: Showa Genroku Rakugo Shinju,昭和元禄落語心中～助六再び篇～,https://myanimelist.cdn-dena.com/images/anime/10/82947.jpg,12,2017-01-07,2017-03-25,24,Studio Deen,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Choujuushin Gravion Zwei,Super Heavy God Gravion Zwei,超重神グラヴィオンツヴァイ,https://myanimelist.cdn-dena.com/images/anime/11/75167.jpg,12,2004-01-08,2004-03-25,23,Gonzo,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Inyouchuu The Animation,,淫妖蟲～凌触学園退魔録～,https://myanimelist.cdn-dena.com/images/anime/12/29375.jpg,2,2006-10-31,2008-12-26,29,Suzuki Mirano,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,
